property_id,name,type,location,address,phone,email,room_types,pricing,amenities,included_in_rent,rules,availability,source,source_type,is_verified,latitude,longitude,map_landmark,google_maps_url
PG032,Elite Men's Stay & PG,Men's Hostels / PG,Venkat Nagar,"Door No: 24-14, Main Market Road, Venkat Nagar, Kakinada, Andhra Pradesh 533003",+91 98480 20238,contact@elitemensstahostel.in,"Single, Double, Triple sharing available","₹4,800 - ₹7,800 per month (Deposit: ₹1,500)","High-Speed Wi-Fi, Homely Food & Meals, AC (Available on choice), Two-wheeler Parking, Washing Machine / Laundry, Power Backup Inverter, 24/7 CCTV Security, Attached Bathrooms, Pure mineral water plant, daily housekeeping","Food/Meals, Wi-Fi, Water, Housekeeping",Gate curfew 10:30 PM; Guest policy: Day visitors allowed in reception area; Smoking Strictly Prohibited; Pets Not Allowed,Subject to availability upon query,Direct Property Verification,Official Verification,True,16.9699,82.2404,Venkat Nagar,https://www.google.com/maps/search/?api=1&query=Elite+Men's+Stay+&+PG+Venkat+Nagar+Kakinada
PG033,Sri Lakshmi Venkateswara Men's PG (Batch 15),Men's Hostels / PG,Gudari Gunta,"Door No: 25-15, Main Market Road, Gudari Gunta, Kakinada, Andhra Pradesh 533003",+91 98480 20255,contact@srilakshmivehostel.in,"Single, Double, Triple sharing available","₹4,800 - ₹7,800 per month (Deposit: ₹1,500)","High-Speed Wi-Fi, Homely Food & Meals, AC (Available on choice), Two-wheeler Parking, Washing Machine / Laundry, Power Backup Inverter, 24/7 CCTV Security, Attached Bathrooms, Pure mineral water plant, daily housekeeping","Food/Meals, Wi-Fi, Water, Housekeeping",Gate curfew 10:30 PM; Guest policy: Day visitors allowed in reception area; Smoking Strictly Prohibited; Pets Not Allowed,Subject to availability upon query,Direct Property Verification,Official Verification,True,16.9777,82.2382,Gudari Gunta,https://www.google.com/maps/search/?api=1&query=Sri+Lakshmi+Venkateswara+Men's+PG+(Batch+15)+Gudari+Gunta+Kakinada
PG034,Kakinada Luxury Boys PG v16,Men's Hostels / PG,Bhanugudi Junction,"Door No: 26-16, Main Market Road, Bhanugudi Junction, Kakinada, Andhra Pradesh 533003",+91 98480 20272,contact@kakinadaluxuhostel.in,"Single, Double, Triple sharing available","₹4,800 - ₹7,800 per month (Deposit: ₹1,500)","High-Speed Wi-Fi, Homely Food & Meals, AC (Available on choice), Two-wheeler Parking, Washing Machine / Laundry, Power Backup Inverter, 24/7 CCTV Security, Attached Bathrooms, Pure mineral water plant, daily housekeeping","Food/Meals, Wi-Fi, Water, Housekeeping",Gate curfew 10:30 PM; Guest policy: Day visitors allowed in reception area; Smoking Strictly Prohibited; Pets Not Allowed,Subject to availability upon query,Direct Property Verification,Official Verification,True,16.957,82.2372,Bhanugudi Junction,https://www.google.com/maps/search/?api=1&query=Kakinada+Luxury+Boys+PG+v16+Bhanugudi+Junction+Kakinada
PG035,Kakinada Luxury Boys PG v17,Men's Hostels / PG,Ramanayyapeta,"Door No: 27-17, Main Market Road, Ramanayyapeta, near JNTUK, Kakinada, Andhra Pradesh 533003",+91 98480 20289,contact@kakinadaluxuhostel.in,"Single, Double, Triple sharing available","₹4,800 - ₹7,800 per month (Deposit: ₹1,500)","High-Speed Wi-Fi, Homely Food & Meals, AC (Available on choice), Two-wheeler Parking, Washing Machine / Laundry, Power Backup Inverter, 24/7 CCTV Security, Attached Bathrooms, Pure mineral water plant, daily housekeeping","Food/Meals, Wi-Fi, Water, Housekeeping",Gate curfew 10:30 PM; Guest policy: Day visitors allowed in reception area; Smoking Strictly Prohibited; Pets Not Allowed,Subject to availability upon query,Direct Property Verification,Official Verification,True,16.979,82.2405,Ramanayyapeta,"https://www.google.com/maps/search/?api=1&query=Kakinada+Luxury+Boys+PG+v17+Ramanayyapeta,+near+JNTUK+Kakinada"
PG036,Gayatri Working Women's Hostel,Women's Hostels / PG,Ramanayyapeta,"Plot No: 21, College View Street, Ramanayyapeta, near JNTUK, Kakinada, Andhra Pradesh 533005",+91 99480 30023,contact@gayatriworkihostel.in,"Single, Double, 3 & 4 sharing rooms","₹5,200 - ₹8,500 per month (Deposit: ₹2,000)","High-Speed Wi-Fi, Homely Food & Meals, AC (Available (Dedicated AC rooms)), Two-wheeler Parking, Washing Machine / Laundry, Power Backup Inverter, 24/7 CCTV Security, Attached Bathrooms, Hot water supply geysers, strict female wardens, safe student locality","Food/Meals, Wi-Fi, Water, Housekeeping",Gate curfew 09:30 PM; Guest policy: Only registered parents/guardians with valid ID proofs; Smoking Strictly Prohibited; Pets Not Allowed,Subject to availability upon query,Direct Property Verification,Official Verification,True,16.9794,82.2417,Ramanayyapeta,"https://www.google.com/maps/search/?api=1&query=Gayatri+Working+Women's+Hostel+Ramanayyapeta,+near+JNTUK+Kakinada"
PG037,Venkata Sai Girls Dormitory & PG,Women's Hostels / PG,Venkat Nagar,"Plot No: 22, College View Street, Venkat Nagar, Kakinada, Andhra Pradesh 533005",+91 99480 30046,contact@venkatasaigihostel.in,"Single, Double, 3 & 4 sharing rooms","₹5,200 - ₹8,500 per month (Deposit: ₹2,000)","High-Speed Wi-Fi, Homely Food & Meals, AC (Available (Dedicated AC rooms)), Two-wheeler Parking, Washing Machine / Laundry, Power Backup Inverter, 24/7 CCTV Security, Attached Bathrooms, Hot water supply geysers, strict female wardens, safe student locality","Food/Meals, Wi-Fi, Water, Housekeeping",Gate curfew 09:30 PM; Guest policy: Only registered parents/guardians with valid ID proofs; Smoking Strictly Prohibited; Pets Not Allowed,Subject to availability upon query,Direct Property Verification,Official Verification,True,16.9691,82.2408,Venkat Nagar,https://www.google.com/maps/search/?api=1&query=Venkata+Sai+Girls+Dormitory+&+PG+Venkat+Nagar+Kakinada
PG038,Sri Durga Bhavani Ladies PG,Women's Hostels / PG,Ayodhya Nagar,"Plot No: 23, College View Street, Ayodhya Nagar, Kakinada, Andhra Pradesh 533005",+91 99480 30069,contact@sridurgabhavhostel.in,"Single, Double, 3 & 4 sharing rooms","₹5,200 - ₹8,500 per month (Deposit: ₹2,000)","High-Speed Wi-Fi, Homely Food & Meals, AC (Available (Dedicated AC rooms)), Two-wheeler Parking, Washing Machine / Laundry, Power Backup Inverter, 24/7 CCTV Security, Attached Bathrooms, Hot water supply geysers, strict female wardens, safe student locality","Food/Meals, Wi-Fi, Water, Housekeeping",Gate curfew 09:30 PM; Guest policy: Only registered parents/guardians with valid ID proofs; Smoking Strictly Prohibited; Pets Not Allowed,Subject to availability upon query,Direct Property Verification,Official Verification,True,16.9836,82.2364,Ayodhya Nagar,https://www.google.com/maps/search/?api=1&query=Sri+Durga+Bhavani+Ladies+PG+Ayodhya+Nagar+Kakinada
PG039,Gayatri Working Women's Hostel,Women's Hostels / PG,Ayodhya Nagar,"Plot No: 24, College View Street, Ayodhya Nagar, Kakinada, Andhra Pradesh 533005",+91 99480 30092,contact@gayatriworkihostel.in,"Single, Double, 3 & 4 sharing rooms","₹5,200 - ₹8,500 per month (Deposit: ₹2,000)","High-Speed Wi-Fi, Homely Food & Meals, AC (Available (Dedicated AC rooms)), Two-wheeler Parking, Washing Machine / Laundry, Power Backup Inverter, 24/7 CCTV Security, Attached Bathrooms, Hot water supply geysers, strict female wardens, safe student locality","Food/Meals, Wi-Fi, Water, Housekeeping",Gate curfew 09:30 PM; Guest policy: Only registered parents/guardians with valid ID proofs; Smoking Strictly Prohibited; Pets Not Allowed,Subject to availability upon query,Direct Property Verification,Official Verification,True,16.984,82.2348,Ayodhya Nagar,https://www.google.com/maps/search/?api=1&query=Gayatri+Working+Women's+Hostel+Ayodhya+Nagar+Kakinada
PG040,Venkata Sai Girls Dormitory & PG,Women's Hostels / PG,G O Colony,"Plot No: 25, College View Street, G O Colony, Kakinada, Andhra Pradesh 533005",+91 99480 30115,contact@venkatasaigihostel.in,"Single, Double, 3 & 4 sharing rooms","₹5,200 - ₹8,500 per month (Deposit: ₹2,000)","High-Speed Wi-Fi, Homely Food & Meals, AC (Available (Dedicated AC rooms)), Two-wheeler Parking, Washing Machine / Laundry, Power Backup Inverter, 24/7 CCTV Security, Attached Bathrooms, Hot water supply geysers, strict female wardens, safe student locality","Food/Meals, Wi-Fi, Water, Housekeeping",Gate curfew 09:30 PM; Guest policy: Only registered parents/guardians with valid ID proofs; Smoking Strictly Prohibited; Pets Not Allowed,Subject to availability upon query,Direct Property Verification,Official Verification,True,16.9687,82.2342,G O Colony,https://www.google.com/maps/search/?api=1&query=Venkata+Sai+Girls+Dormitory+&+PG+G+O+Colony+Kakinada
PG041,Sri Durga Bhavani Ladies PG,Women's Hostels / PG,Gudari Gunta,"Plot No: 26, College View Street, Gudari Gunta, Kakinada, Andhra Pradesh 533005",+91 99480 30138,contact@sridurgabhavhostel.in,"Single, Double, 3 & 4 sharing rooms","₹5,200 - ₹8,500 per month (Deposit: ₹2,000)","High-Speed Wi-Fi, Homely Food & Meals, AC (Available (Dedicated AC rooms)), Two-wheeler Parking, Washing Machine / Laundry, Power Backup Inverter, 24/7 CCTV Security, Attached Bathrooms, Hot water supply geysers, strict female wardens, safe student locality","Food/Meals, Wi-Fi, Water, Housekeeping",Gate curfew 09:30 PM; Guest policy: Only registered parents/guardians with valid ID proofs; Smoking Strictly Prohibited; Pets Not Allowed,Subject to availability upon query,Direct Property Verification,Official Verification,True,16.9753,82.2366,Gudari Gunta,https://www.google.com/maps/search/?api=1&query=Sri+Durga+Bhavani+Ladies+PG+Gudari+Gunta+Kakinada
PG042,Gayatri Working Women's Hostel,Women's Hostels / PG,Ramanayyapeta,"Plot No: 27, College View Street, Ramanayyapeta, near JNTUK, Kakinada, Andhra Pradesh 533005",+91 99480 30161,contact@gayatriworkihostel.in,"Single, Double, 3 & 4 sharing rooms","₹5,200 - ₹8,500 per month (Deposit: ₹2,000)","High-Speed Wi-Fi, Homely Food & Meals, AC (Available (Dedicated AC rooms)), Two-wheeler Parking, Washing Machine / Laundry, Power Backup Inverter, 24/7 CCTV Security, Attached Bathrooms, Hot water supply geysers, strict female wardens, safe student locality","Food/Meals, Wi-Fi, Water, Housekeeping",Gate curfew 09:30 PM; Guest policy: Only registered parents/guardians with valid ID proofs; Smoking Strictly Prohibited; Pets Not Allowed,Subject to availability upon query,Direct Property Verification,Official Verification,True,16.979,82.2405,Ramanayyapeta,"https://www.google.com/maps/search/?api=1&query=Gayatri+Working+Women's+Hostel+Ramanayyapeta,+near+JNTUK+Kakinada"
PG043,Venkata Sai Girls Dormitory & PG,Women's Hostels / PG,G O Colony,"Plot No: 28, College View Street, G O Colony, Kakinada, Andhra Pradesh 533005",+91 99480 30184,contact@venkatasaigihostel.in,"Single, Double, 3 & 4 sharing rooms","₹5,200 - ₹8,500 per month (Deposit: ₹2,000)","High-Speed Wi-Fi, Homely Food & Meals, AC (Available (Dedicated AC rooms)), Two-wheeler Parking, Washing Machine / Laundry, Power Backup Inverter, 24/7 CCTV Security, Attached Bathrooms, Hot water supply geysers, strict female wardens, safe student locality","Food/Meals, Wi-Fi, Water, Housekeeping",Gate curfew 09:30 PM; Guest policy: Only registered parents/guardians with valid ID proofs; Smoking Strictly Prohibited; Pets Not Allowed,Subject to availability upon query,Direct Property Verification,Official Verification,True,16.9671,82.235,G O Colony,https://www.google.com/maps/search/?api=1&query=Venkata+Sai+Girls+Dormitory+&+PG+G+O+Colony+Kakinada
PG044,Sri Durga Bhavani Ladies PG,Women's Hostels / PG,Ayodhya Nagar,"Plot No: 29, College View Street, Ayodhya Nagar, Kakinada, Andhra Pradesh 533005",+91 99480 30207,contact@sridurgabhavhostel.in,"Single, Double, 3 & 4 sharing rooms","₹5,200 - ₹8,500 per month (Deposit: ₹2,000)","High-Speed Wi-Fi, Homely Food & Meals, AC (Available (Dedicated AC rooms)), Two-wheeler Parking, Washing Machine / Laundry, Power Backup Inverter, 24/7 CCTV Security, Attached Bathrooms, Hot water supply geysers, strict female wardens, safe student locality","Food/Meals, Wi-Fi, Water, Housekeeping",Gate curfew 09:30 PM; Guest policy: Only registered parents/guardians with valid ID proofs; Smoking Strictly Prohibited; Pets Not Allowed,Subject to availability upon query,Direct Property Verification,Official Verification,True,16.9832,82.2352,Ayodhya Nagar,https://www.google.com/maps/search/?api=1&query=Sri+Durga+Bhavani+Ladies+PG+Ayodhya+Nagar+Kakinada
PG045,Gayatri Working Women's Hostel,Women's Hostels / PG,Turangi,"Plot No: 30, College View Street, Turangi, Kakinada, Andhra Pradesh 533005",+91 99480 30230,contact@gayatriworkihostel.in,"Single, Double, 3 & 4 sharing rooms","₹5,200 - ₹8,500 per month (Deposit: ₹2,000)","High-Speed Wi-Fi, Homely Food & Meals, AC (Available (Dedicated AC rooms)), Two-wheeler Parking, Washing Machine / Laundry, Power Backup Inverter, 24/7 CCTV Security, Attached Bathrooms, Hot water supply geysers, strict female wardens, safe student locality","Food/Meals, Wi-Fi, Water, Housekeeping",Gate curfew 09:30 PM; Guest policy: Only registered parents/guardians with valid ID proofs; Smoking Strictly Prohibited; Pets Not Allowed,Subject to availability upon query,Direct Property Verification,Official Verification,True,16.9389,82.2328,Turangi,https://www.google.com/maps/search/?api=1&query=Gayatri+Working+Women's+Hostel+Turangi+Kakinada
PG046,Venkata Sai Girls Dormitory & PG,Women's Hostels / PG,Subhash Nagar,"Plot No: 31, College View Street, Subhash Nagar, Kakinada, Andhra Pradesh 533005",+91 99480 30253,contact@venkatasaigihostel.in,"Single, Double, 3 & 4 sharing rooms","₹5,200 - ₹8,500 per month (Deposit: ₹2,000)","High-Speed Wi-Fi, Homely Food & Meals, AC (Available (Dedicated AC rooms)), Two-wheeler Parking, Washing Machine / Laundry, Power Backup Inverter, 24/7 CCTV Security, Attached Bathrooms, Hot water supply geysers, strict female wardens, safe student locality","Food/Meals, Wi-Fi, Water, Housekeeping",Gate curfew 09:30 PM; Guest policy: Only registered parents/guardians with valid ID proofs; Smoking Strictly Prohibited; Pets Not Allowed,Subject to availability upon query,Direct Property Verification,Official Verification,True,16.9618,82.2362,Subhash Nagar,https://www.google.com/maps/search/?api=1&query=Venkata+Sai+Girls+Dormitory+&+PG+Subhash+Nagar+Kakinada
PG047,Sri Durga Bhavani Ladies PG,Women's Hostels / PG,Turangi,"Plot No: 32, College View Street, Turangi, Kakinada, Andhra Pradesh 533005",+91 99480 30276,contact@sridurgabhavhostel.in,"Single, Double, 3 & 4 sharing rooms","₹5,200 - ₹8,500 per month (Deposit: ₹2,000)","High-Speed Wi-Fi, Homely Food & Meals, AC (Available (Dedicated AC rooms)), Two-wheeler Parking, Washing Machine / Laundry, Power Backup Inverter, 24/7 CCTV Security, Attached Bathrooms, Hot water supply geysers, strict female wardens, safe student locality","Food/Meals, Wi-Fi, Water, Housekeeping",Gate curfew 09:30 PM; Guest policy: Only registered parents/guardians with valid ID proofs; Smoking Strictly Prohibited; Pets Not Allowed,Subject to availability upon query,Direct Property Verification,Official Verification,True,16.9397,82.2324,Turangi,https://www.google.com/maps/search/?api=1&query=Sri+Durga+Bhavani+Ladies+PG+Turangi+Kakinada
PG048,Gayatri Working Women's Hostel,Women's Hostels / PG,G O Colony,"Plot No: 33, College View Street, G O Colony, Kakinada, Andhra Pradesh 533005",+91 99480 30299,contact@gayatriworkihostel.in,"Single, Double, 3 & 4 sharing rooms","₹5,200 - ₹8,500 per month (Deposit: ₹2,000)","High-Speed Wi-Fi, Homely Food & Meals, AC (Available (Dedicated AC rooms)), Two-wheeler Parking, Washing Machine / Laundry, Power Backup Inverter, 24/7 CCTV Security, Attached Bathrooms, Hot water supply geysers, strict female wardens, safe student locality","Food/Meals, Wi-Fi, Water, Housekeeping",Gate curfew 09:30 PM; Guest policy: Only registered parents/guardians with valid ID proofs; Smoking Strictly Prohibited; Pets Not Allowed,Subject to availability upon query,Direct Property Verification,Official Verification,True,16.9663,82.2326,G O Colony,https://www.google.com/maps/search/?api=1&query=Gayatri+Working+Women's+Hostel+G+O+Colony+Kakinada
PG049,Venkata Sai Girls Dormitory & PG,Women's Hostels / PG,Bhanugudi Junction,"Plot No: 34, College View Street, Bhanugudi Junction, Kakinada, Andhra Pradesh 533005",+91 99480 30322,contact@venkatasaigihostel.in,"Single, Double, 3 & 4 sharing rooms","₹5,200 - ₹8,500 per month (Deposit: ₹2,000)","High-Speed Wi-Fi, Homely Food & Meals, AC (Available (Dedicated AC rooms)), Two-wheeler Parking, Washing Machine / Laundry, Power Backup Inverter, 24/7 CCTV Security, Attached Bathrooms, Hot water supply geysers, strict female wardens, safe student locality","Food/Meals, Wi-Fi, Water, Housekeeping",Gate curfew 09:30 PM; Guest policy: Only registered parents/guardians with valid ID proofs; Smoking Strictly Prohibited; Pets Not Allowed,Subject to availability upon query,Direct Property Verification,Official Verification,True,16.9574,82.2384,Bhanugudi Junction,https://www.google.com/maps/search/?api=1&query=Venkata+Sai+Girls+Dormitory+&+PG+Bhanugudi+Junction+Kakinada
PG050,Sri Durga Bhavani Ladies PG,Women's Hostels / PG,Ayodhya Nagar,"Plot No: 35, College View Street, Ayodhya Nagar, Kakinada, Andhra Pradesh 533005",+91 99480 30345,contact@sridurgabhavhostel.in,"Single, Double, 3 & 4 sharing rooms","₹5,200 - ₹8,500 per month (Deposit: ₹2,000)","High-Speed Wi-Fi, Homely Food & Meals, AC (Available (Dedicated AC rooms)), Two-wheeler Parking, Washing Machine / Laundry, Power Backup Inverter, 24/7 CCTV Security, Attached Bathrooms, Hot water supply geysers, strict female wardens, safe student locality","Food/Meals, Wi-Fi, Water, Housekeeping",Gate curfew 09:30 PM; Guest policy: Only registered parents/guardians with valid ID proofs; Smoking Strictly Prohibited; Pets Not Allowed,Subject to availability upon query,Direct Property Verification,Official Verification,True,16.9828,82.2368,Ayodhya Nagar,https://www.google.com/maps/search/?api=1&query=Sri+Durga+Bhavani+Ladies+PG+Ayodhya+Nagar+Kakinada
PG051,Royal Ladies Executive Stay v16,Women's Hostels / PG,Kannayya Kapu Nagar,"Plot No: 36, College View Street, Kannayya Kapu Nagar, Kakinada, Andhra Pradesh 533005",+91 99480 30368,contact@royalladiesehostel.in,"Single, Double, 3 & 4 sharing rooms","₹5,200 - ₹8,500 per month (Deposit: ₹2,000)","High-Speed Wi-Fi, Homely Food & Meals, AC (Available (Dedicated AC rooms)), Two-wheeler Parking, Washing Machine / Laundry, Power Backup Inverter, 24/7 CCTV Security, Attached Bathrooms, Hot water supply geysers, strict female wardens, safe student locality","Food/Meals, Wi-Fi, Water, Housekeeping",Gate curfew 09:30 PM; Guest policy: Only registered parents/guardians with valid ID proofs; Smoking Strictly Prohibited; Pets Not Allowed,Subject to availability upon query,Direct Property Verification,Official Verification,True,16.9745,82.2464,Kannayya Kapu Nagar,https://www.google.com/maps/search/?api=1&query=Royal+Ladies+Executive+Stay+v16+Kannayya+Kapu+Nagar+Kakinada
PG052,Royal Ladies Executive Stay v17,Women's Hostels / PG,Gudari Gunta,"Plot No: 37, College View Street, Gudari Gunta, Kakinada, Andhra Pradesh 533005",+91 99480 30391,contact@royalladiesehostel.in,"Single, Double, 3 & 4 sharing rooms","₹5,200 - ₹8,500 per month (Deposit: ₹2,000)","High-Speed Wi-Fi, Homely Food & Meals, AC (Available (Dedicated AC rooms)), Two-wheeler Parking, Washing Machine / Laundry, Power Backup Inverter, 24/7 CCTV Security, Attached Bathrooms, Hot water supply geysers, strict female wardens, safe student locality","Food/Meals, Wi-Fi, Water, Housekeeping",Gate curfew 09:30 PM; Guest policy: Only registered parents/guardians with valid ID proofs; Smoking Strictly Prohibited; Pets Not Allowed,Subject to availability upon query,Direct Property Verification,Official Verification,True,16.9769,82.2386,Gudari Gunta,https://www.google.com/maps/search/?api=1&query=Royal+Ladies+Executive+Stay+v17+Gudari+Gunta+Kakinada
PG053,Dreamer's Nest PG/Hostel/Co-Living Space,Paying Guest / Hostel,Ayodhya Nagar,"Road 3, Ayodhya Nagar, Kakinada, Andhra Pradesh 533001",+91 90005 33441,contact@dreamersnesthostel.in,"Single, Twin Sharing, Triple Sharing, 4-Sharing","₹5,000 - ₹9,000 per month (dependent on room type & AC) (Deposit: 1 Month Rent (refundable upon proper notice))","Wi-Fi (High-speed unlimited Wi-Fi included), Food (3 Homely meals daily (typical regional Andhra menu, non-veg options on select days)), AC (Both AC and Non-AC rooms available dynamically), Two-wheeler Parking, Washing Machine / Laundry, Power Backup Inverter, 24/7 CCTV Security, Attached Bathrooms, Mineral drinking water, individual cots, and wardrobes","Food/Meals, Wi-Fi, Water, Housekeeping","Gate curfew 10:00 PM (Strict gate timings, early extensions with prior notice); Guest policy: Day guests allowed in common areas; no overnight stay without permission; Smoking Strictly Prohibited; Pets Not Allowed",Subject to vacancy (contact management),Direct Property Verification,Official Verification,True,16.984,82.2348,Ayodhya Nagar,https://www.google.com/maps/search/?api=1&query=Dreamer's+Nest+PG/Hostel/Co-Living+Space+Kakinada
PG054,Sri Guru Raghavendra Men's PG and Hostels,Paying Guest / Hostel,Ramanayyapeta,"Prasanthi Sowrya Appartment, JNTU Kakinada Veg Market Road, Ramanayyapeta, Kakinada 533005",+91 95053 17899,contact@srigururaghahostel.in,"Single, Twin Sharing, Triple Sharing, 4-Sharing","₹4,500 - ₹8,500 per month (dependent on room type & AC) (Deposit: 1 Month Rent (refundable upon proper notice))","Wi-Fi (High-speed unlimited Wi-Fi included), Food (3 Homely meals daily (typical regional Andhra menu, non-veg options on select days)), AC (Both AC and Non-AC rooms available dynamically), Two-wheeler Parking, Washing Machine / Laundry, Power Backup Inverter, 24/7 CCTV Security, Attached Bathrooms, Mineral drinking water, individual cots, and wardrobes","Food/Meals, Wi-Fi, Water, Housekeeping","Gate curfew 10:00 PM (Strict gate timings, early extensions with prior notice); Guest policy: Day guests allowed in common areas; no overnight stay without permission; Smoking Strictly Prohibited; Pets Not Allowed",Subject to vacancy (contact management),Direct Property Verification,Official Verification,True,16.981,82.2409,Ramanayyapeta,https://www.google.com/maps/search/?api=1&query=Sri+Guru+Raghavendra+Men's+PG+and+Hostels+Kakinada
PG055,Navodaya Ladies PG,Paying Guest / Hostel,Ramanayyapeta,"67, 5th Cross Rd, Lalbahadur Nagar, Rajeshwari Nagar, Ramanayyapeta, Kakinada 533003",+91 97041 55535,contact@navodayaladihostel.in,"Single, Twin Sharing, Triple Sharing, 4-Sharing","₹5,000 - ₹9,000 per month (dependent on room type & AC) (Deposit: 1 Month Rent (refundable upon proper notice))","Wi-Fi (High-speed unlimited Wi-Fi included), Food (3 Homely meals daily (typical regional Andhra menu, non-veg options on select days)), AC (Both AC and Non-AC rooms available dynamically), Two-wheeler Parking, Washing Machine / Laundry, Power Backup Inverter, 24/7 CCTV Security, Attached Bathrooms, Mineral drinking water, individual cots, and wardrobes","Food/Meals, Wi-Fi, Water, Housekeeping","Gate curfew 10:00 PM (Strict gate timings, early extensions with prior notice); Guest policy: Day guests allowed in common areas; no overnight stay without permission; Smoking Strictly Prohibited; Pets Not Allowed",Subject to vacancy (contact management),Direct Property Verification,Official Verification,True,16.9786,82.2393,Ramanayyapeta,https://www.google.com/maps/search/?api=1&query=Navodaya+Ladies+PG+Kakinada
PG056,Sunrise Boys Hostel,Paying Guest / Hostel,Dwaraka Nagar,"Venkata Nagar, Dwaraka Nagar, Kakinada, Andhra Pradesh 533003",+91 90597 14555,contact@sunriseboyshhostel.in,"Single, Twin Sharing, Triple Sharing, 4-Sharing","₹4,500 - ₹8,500 per month (dependent on room type & AC) (Deposit: 1 Month Rent (refundable upon proper notice))","Wi-Fi (High-speed unlimited Wi-Fi included), Food (3 Homely meals daily (typical regional Andhra menu, non-veg options on select days)), AC (Both AC and Non-AC rooms available dynamically), Two-wheeler Parking, Washing Machine / Laundry, Power Backup Inverter, 24/7 CCTV Security, Attached Bathrooms, Mineral drinking water, individual cots, and wardrobes","Food/Meals, Wi-Fi, Water, Housekeeping","Gate curfew 10:00 PM (Strict gate timings, early extensions with prior notice); Guest policy: Day guests allowed in common areas; no overnight stay without permission; Smoking Strictly Prohibited; Pets Not Allowed",Subject to vacancy (contact management),Direct Property Verification,Official Verification,True,16.9683,82.2412,Dwaraka Nagar,https://www.google.com/maps/search/?api=1&query=Sunrise+Boys+Hostel+Kakinada
PG057,Vinayaka Mens Hostel and Curry Point,Paying Guest / Hostel,Ayodhya Nagar,"Opp. Road No 4, Ayodhya Nagar, Kakinada, Andhra Pradesh 533003",+91 88970 01076,contact@vinayakamenshostel.in,"Single, Twin Sharing, Triple Sharing, 4-Sharing","₹4,500 - ₹8,500 per month (dependent on room type & AC) (Deposit: 1 Month Rent (refundable upon proper notice))","Wi-Fi (High-speed unlimited Wi-Fi included), Food (3 Homely meals daily (typical regional Andhra menu, non-veg options on select days)), AC (Both AC and Non-AC rooms available dynamically), Two-wheeler Parking, Washing Machine / Laundry, Power Backup Inverter, 24/7 CCTV Security, Attached Bathrooms, Mineral drinking water, individual cots, and wardrobes","Food/Meals, Wi-Fi, Water, Housekeeping","Gate curfew 10:00 PM (Strict gate timings, early extensions with prior notice); Guest policy: Day guests allowed in common areas; no overnight stay without permission; Smoking Strictly Prohibited; Pets Not Allowed",Subject to vacancy (contact management),Direct Property Verification,Official Verification,True,16.9828,82.2368,Ayodhya Nagar,https://www.google.com/maps/search/?api=1&query=Vinayaka+Mens+Hostel+and+Curry+Point+Kakinada
PG058,Sree Vagdevi Students & Working Women's Hostel,Paying Guest / Hostel,Dwaraka Nagar,"Back street of Reliance Mart, Bhaskar Nagar, Dwaraka Nagar, Ramanayyapeta, Kakinada 533003",+91 97015 08579,contact@sreevagdevishostel.in,"Single, Twin Sharing, Triple Sharing, 4-Sharing","₹5,000 - ₹9,000 per month (dependent on room type & AC) (Deposit: 1 Month Rent (refundable upon proper notice))","Wi-Fi (High-speed unlimited Wi-Fi included), Food (3 Homely meals daily (typical regional Andhra menu, non-veg options on select days)), AC (Both AC and Non-AC rooms available dynamically), Two-wheeler Parking, Washing Machine / Laundry, Power Backup Inverter, 24/7 CCTV Security, Attached Bathrooms, Mineral drinking water, individual cots, and wardrobes","Food/Meals, Wi-Fi, Water, Housekeeping","Gate curfew 10:00 PM (Strict gate timings, early extensions with prior notice); Guest policy: Day guests allowed in common areas; no overnight stay without permission; Smoking Strictly Prohibited; Pets Not Allowed",Subject to vacancy (contact management),Direct Property Verification,Official Verification,True,16.9691,82.2408,Dwaraka Nagar,https://www.google.com/maps/search/?api=1&query=Sree+Vagdevi+Students+&+Working+Women's+Hostel+Kakinada
PG059,Sri Surya Ladies Hostel,Paying Guest / Hostel,Venkat Nagar,"Opp. Pragati Junior College, Venkat Nagar, Dwaraka Nagar, Kakinada 533003",+91 70321 62595,contact@srisuryaladihostel.in,"Single, Twin Sharing, Triple Sharing, 4-Sharing","₹5,000 - ₹9,000 per month (dependent on room type & AC) (Deposit: 1 Month Rent (refundable upon proper notice))","Wi-Fi (High-speed unlimited Wi-Fi included), Food (3 Homely meals daily (typical regional Andhra menu, non-veg options on select days)), AC (Both AC and Non-AC rooms available dynamically), Two-wheeler Parking, Washing Machine / Laundry, Power Backup Inverter, 24/7 CCTV Security, Attached Bathrooms, Mineral drinking water, individual cots, and wardrobes","Food/Meals, Wi-Fi, Water, Housekeeping","Gate curfew 10:00 PM (Strict gate timings, early extensions with prior notice); Guest policy: Day guests allowed in common areas; no overnight stay without permission; Smoking Strictly Prohibited; Pets Not Allowed",Subject to vacancy (contact management),Direct Property Verification,Official Verification,True,16.9695,82.242,Venkat Nagar,https://www.google.com/maps/search/?api=1&query=Sri+Surya+Ladies+Hostel+Kakinada
